temperature,pressure,vibration,humidity,speed,quality
84.9,95.22,17.46,47.18,1566.74,0
76.89,97.99,24.57,56.97,1561.37,0
79.55,103.3,26.64,50.91,1579.84,0
89.41,105.98,24.93,48.65,1535.17,0
84.81,104.47,24.57,52.4,1601.98,0
83.43,111.22,25.73,42.21,1527.32,0
72.1,113.08,19.45,52.7,1714.56,0
77.19,100.65,27.15,56.07,1579.42,0
74.79,103.41,22.57,50.68,1638.31,0
76.03,120.63,25.69,51.29,1551.91,0
79.11,112.87,28.94,44.57,1553.68,0
79.08,101.16,24.95,51.4,1512.62,0
85.01,95.01,27.37,52.57,1622.11,0
72.32,78.84,25.46,51.05,1692.18,1
76.0,112.62,25.14,51.48,1572.62,0
79.97,107.46,23.54,52.39,1615.64,0
82.14,78.31,28.18,49.37,1555.72,1
78.74,104.75,27.41,45.87,1611.8,0
78.51,109.13,27.39,49.73,1581.38,0
81.65,108.84,24.13,48.9,1571.69,0
77.8,112.66,25.59,50.52,1593.82,0
84.21,106.77,27.04,51.35,1647.64,0
80.32,100.92,23.61,53.42,1555.91,0
79.24,98.48,27.96,46.89,1531.39,0
80.8,95.76,27.48,55.15,1694.78,0
75.77,100.14,28.39,51.82,1447.66,0
76.67,101.72,24.05,50.94,1519.49,0
88.33,112.04,30.33,46.96,1620.05,0
75.52,104.93,23.51,43.23,1702.35,0
76.57,99.03,28.61,48.77,1518.88,0
79.55,95.49,22.91,45.85,1741.23,0
82.05,114.11,24.82,50.36,1598.52,0
80.84,103.25,20.85,47.13,1558.91,0
83.85,102.05,26.63,47.63,1573.75,0
78.87,110.81,23.74,47.77,1631.77,0
83.01,74.09,18.98,42.78,1571.41,1
77.38,102.34,21.54,50.92,1525.68,0
84.86,106.53,21.31,52.56,1619.72,0
76.82,105.55,24.15,47.71,1657.12,0
81.72,132.33,27.36,45.58,1621.92,1
78.54,97.39,26.3,48.74,1577.05,0
82.71,102.96,22.69,45.6,1526.06,0
76.22,101.31,27.19,51.4,1549.55,0
91.8,91.65,30.82,60.73,1645.7,1
83.5,108.06,27.43,50.84,1695.06,0
82.29,102.53,25.11,52.44,1609.27,0
73.26,111.14,20.37,54.38,1600.53,0
77.81,104.61,31.5,45.14,1635.55,0
81.5,80.33,29.1,58.11,1503.95,1
75.66,101.5,24.92,50.79,1567.24,0
83.83,98.08,29.08,50.84,1546.95,0
77.92,99.08,24.36,45.09,1621.69,0
80.94,94.09,23.73,49.54,1583.11,0
89.06,98.49,30.91,54.91,1544.99,0
80.56,98.42,28.48,55.57,1604.24,0
83.92,112.29,29.31,50.35,1584.56,0
77.07,107.46,24.87,50.07,1587.9,0
78.46,106.84,26.91,51.48,1543.99,0
73.08,93.19,19.28,48.7,1557.15,0
86.61,97.89,22.41,47.32,1558.09,0
82.84,117.31,24.57,52.43,1560.1,0
73.91,102.99,25.88,44.47,1623.54,0
85.5,101.18,29.79,49.72,1496.86,0
78.89,112.97,21.38,50.7,1566.96,0
78.01,101.23,23.58,48.33,1686.11,0
81.92,91.03,24.68,49.22,1682.13,0
88.51,96.4,24.22,49.37,1652.74,0
82.7,121.5,24.6,52.38,1553.21,0
85.48,99.48,27.34,49.3,1654.48,0
75.99,131.66,22.86,49.31,1479.78,0
82.62,121.31,20.84,50.88,1482.16,0
83.94,101.86,26.65,47.2,1494.9,0
72.55,107.32,22.38,53.18,1484.65,0
85.54,108.14,24.26,53.15,1574.42,0
80.31,119.76,26.11,48.12,1634.98,0
71.38,111.76,28.99,55.38,1516.82,0
83.5,108.46,21.72,48.92,1677.54,0
75.3,108.69,26.14,47.97,1576.93,0
77.72,115.93,24.73,45.99,1608.71,0
79.31,102.31,21.92,48.96,1651.54,0
88.12,99.52,23.19,46.36,1619.3,0
73.62,108.71,25.52,48.69,1584.95,0
73.39,109.6,26.46,54.43,1669.31,0
80.98,101.98,19.94,48.56,1526.1,0
73.65,103.04,24.9,48.95,1501.61,0
75.03,92.92,27.76,50.19,1531.19,0
81.87,107.39,32.06,52.41,1608.99,0
80.27,103.79,23.37,43.29,1618.0,0
76.18,100.28,25.79,49.47,1592.86,0
75.91,107.64,23.94,51.11,1537.6,0
83.52,110.17,27.51,55.92,1577.48,0
72.11,88.39,38.93,54.77,1597.55,1
78.56,106.64,25.17,49.08,1645.98,0
79.3,107.1,23.31,44.77,1467.86,0
79.34,102.37,24.27,50.89,1500.83,0
74.47,105.12,25.12,49.68,1484.56,0
87.11,89.78,28.5,58.64,1643.26,0
82.98,98.88,27.72,46.96,1531.88,0
76.84,102.7,30.17,44.07,1647.65,0
85.21,117.18,26.28,53.61,1563.54,0
84.2,99.6,22.91,50.81,1594.01,0
73.79,95.8,24.77,44.78,1745.68,0
80.61,97.29,27.25,44.79,1563.5,0
78.2,104.47,24.89,52.55,1603.4,0
83.83,113.33,27.6,47.52,1628.83,0
82.47,103.81,23.91,46.51,1625.11,0
87.3,104.76,27.86,53.07,1570.77,0
89.46,112.59,17.05,49.67,1605.31,0
83.35,107.75,25.58,51.59,1610.85,0
80.28,109.8,25.32,44.22,1529.09,0
75.48,120.61,29.14,51.28,1569.29,0
81.43,113.18,23.57,50.57,1515.67,0
76.52,92.38,19.17,52.66,1609.56,0
74.7,101.28,23.94,50.48,1482.49,0
82.53,95.49,25.79,54.98,1639.92,0
81.68,95.65,23.26,44.43,1553.12,0
86.12,99.74,23.97,53.21,1511.04,0
77.33,112.59,23.54,48.1,1536.81,0
74.57,104.5,27.52,47.78,1648.17,0
82.22,101.64,26.35,47.78,1565.28,0
90.81,108.25,28.04,35.14,1502.3,1
76.89,110.32,22.41,52.9,1564.01,0
86.52,109.3,21.66,50.37,1539.77,0
82.17,98.95,28.08,49.14,1536.54,0
75.93,114.49,22.93,45.15,1531.95,0
77.87,109.13,23.31,54.07,1531.39,0
81.23,110.28,21.54,51.06,1659.04,0
80.49,108.87,27.28,49.16,1565.35,0
84.83,122.3,24.51,49.51,1559.39,0
80.01,109.17,28.24,54.87,1643.91,0
80.66,108.72,23.19,51.73,1552.13,0
79.01,102.23,25.57,53.2,1622.77,0
82.86,103.26,25.35,54.41,1494.24,0
76.88,104.94,28.15,53.52,1496.1,0
78.92,107.18,25.14,39.6,1627.61,0
83.66,98.43,19.72,56.3,1504.89,0
78.24,109.71,22.49,47.34,1550.17,0
82.35,110.63,21.55,46.56,1630.7,0
76.59,108.73,23.32,44.45,1644.26,0
84.85,112.62,23.13,51.05,1714.12,0
72.86,110.13,25.04,48.63,1505.93,0
85.87,112.89,32.84,52.17,1597.43,0
72.11,110.37,24.43,44.78,1566.43,0
67.27,99.59,25.32,50.42,1497.4,0
80.02,91.81,30.11,47.12,1559.66,0
82.18,113.96,27.35,47.62,1616.5,0
82.24,125.14,39.98,52.86,1625.13,1
83.64,116.51,22.17,43.57,1669.35,0
76.57,97.52,21.79,51.08,1652.02,0
84.77,111.92,27.78,51.88,1591.04,0
79.3,103.65,24.62,47.77,1505.53,0
79.62,104.31,24.92,53.49,1643.62,0
84.69,95.04,25.55,48.02,1554.84,0
82.38,103.33,25.11,47.69,1548.04,0
78.07,107.93,23.54,51.95,1519.79,0
80.33,104.8,20.58,48.88,1494.17,0
80.25,106.78,33.08,48.29,1518.62,0
85.42,113.3,26.63,52.73,1550.11,0
78.35,118.89,23.09,52.13,1610.54,0
80.58,113.44,27.11,53.66,1531.97,0
73.57,90.79,26.7,54.19,1626.38,0
74.58,108.8,24.53,44.97,1490.89,0
84.48,100.16,26.81,47.45,1453.26,0
81.6,115.42,29.18,54.75,1583.46,0
83.54,105.2,26.54,47.34,1529.54,0
75.26,100.41,21.17,51.48,1574.3,0
73.39,112.58,23.36,50.2,1560.43,0
77.1,107.31,27.08,52.32,1567.47,0
80.34,111.73,22.81,46.6,1607.51,0
91.79,115.65,19.02,49.92,1504.57,0
74.82,111.53,24.7,51.39,1562.3,0
83.52,99.05,27.01,54.79,1503.62,0
80.03,89.95,27.32,41.55,1609.86,0
81.61,110.11,28.77,46.69,1676.53,0
84.36,100.78,23.23,52.58,1520.41,0
84.51,116.16,25.61,47.93,1529.18,0
78.62,105.77,21.1,54.54,1585.66,0
87.88,103.88,25.07,53.74,1618.21,0
82.06,111.06,27.06,47.37,1582.92,0
74.26,119.52,24.4,54.06,1532.23,0
73.31,112.36,30.63,50.93,1526.84,0
81.98,100.35,19.27,52.44,1546.87,0
75.95,103.31,27.9,51.4,1530.82,0
79.1,104.02,27.33,56.59,1594.95,0
85.11,106.14,34.29,49.54,1620.54,0
84.87,103.86,23.29,47.88,1543.15,0
79.29,107.2,27.02,49.59,1544.3,0
74.37,105.6,28.29,47.4,1640.58,0
80.45,93.61,26.21,46.25,1470.27,0
82.0,114.68,25.09,44.79,1406.54,0
82.61,109.08,22.85,50.39,1657.88,0
79.01,95.01,25.64,45.63,1555.47,0
88.67,92.39,24.12,53.28,1535.22,0
73.25,96.61,28.01,50.77,1593.54,0
