area,bedrooms,bathrooms,age,distance_to_city,garage_size,price
1591.12,4,4,32,16.67,1,378000.0
1711.59,3,2,37,3.8,0,357000.0
2197.78,4,3,11,7.74,0,452000.0
590.32,2,2,26,1.05,1,118000.0
1949.36,3,4,41,45.26,2,413000.0
1451.52,2,3,23,2.21,0,351000.0
1973.74,3,1,14,11.26,1,488000.0
1038.93,2,3,33,21.4,0,147000.0
4507.37,6,1,41,18.47,2,755000.0
3171.17,4,4,3,45.67,3,625000.0
3555.96,5,4,39,2.97,2,724000.0
4051.27,4,2,41,26.1,3,543000.0
2742.99,2,2,23,34.34,0,291000.0
891.14,2,2,49,46.65,1,100000.0
2916.98,4,3,39,31.4,1,496000.0
3140.79,4,3,39,40.38,2,494000.0
3854.48,4,4,37,5.1,3,719000.0
2442.47,4,4,8,19.91,1,601000.0
1074.11,2,3,11,19.32,1,306000.0
1776.99,2,1,23,44.43,1,318000.0
2133.87,4,3,13,8.42,1,509000.0
3406.63,4,2,21,8.44,1,510000.0
3068.5,4,3,44,17.1,1,579000.0
2102.44,3,1,41,3.67,2,314000.0
4939.32,4,4,32,9.94,1,807000.0
3225.99,6,4,43,48.3,3,747000.0
1567.52,2,1,39,21.98,0,209000.0
958.02,2,3,21,31.97,0,136000.0
1187.87,2,2,10,36.58,0,176000.0
1606.81,3,4,26,18.98,0,426000.0
1223.07,1,2,37,8.21,0,142000.0
1339.55,2,1,22,11.12,1,233000.0
1782.93,2,3,33,16.35,1,343000.0
1280.18,2,1,5,32.17,0,251000.0
4535.44,6,1,37,20.52,3,762000.0
861.05,2,1,41,1.33,1,143000.0
2860.3,3,3,35,26.65,2,453000.0
2346.79,3,4,48,46.15,1,425000.0
4920.7,6,3,41,40.79,3,846000.0
1004.18,2,1,45,41.44,0,100000.0
2290.35,3,2,47,39.96,2,400000.0
4862.62,5,4,40,16.86,2,793000.0
4394.78,4,2,34,38.49,1,571000.0
4176.82,6,4,0,8.01,3,851000.0
1660.56,3,3,23,33.23,1,297000.0
1268.99,1,1,29,32.44,0,104000.0
3508.89,5,3,15,2.25,3,780000.0
4682.19,5,4,16,39.61,2,767000.0
3005.43,5,3,48,45.26,3,569000.0
3072.26,4,1,45,14.1,3,461000.0
1759.91,2,1,42,40.81,0,167000.0
3962.72,4,4,20,5.04,1,615000.0
1341.7,1,2,1,30.4,1,221000.0
1956.56,4,2,4,24.8,0,413000.0
2414.46,2,2,16,27.75,1,389000.0
2784.25,4,1,1,46.38,2,512000.0
1590.84,3,3,1,43.69,2,334000.0
1016.77,2,1,46,39.47,1,175000.0
3247.79,5,4,35,14.41,2,660000.0
1798.84,2,2,15,45.68,2,313000.0
3115.57,6,4,7,5.78,1,732000.0
1194.63,2,2,26,42.81,1,180000.0
2665.13,2,3,0,17.08,2,490000.0
2896.65,4,3,47,3.63,0,506000.0
733.21,2,3,21,33.8,1,121000.0
2014.72,3,1,20,12.33,1,322000.0
1104.87,1,2,20,12.93,0,156000.0
785.19,1,2,3,16.0,0,178000.0
4954.82,6,3,32,4.12,1,897000.0
1950.59,3,2,37,9.68,0,283000.0
4144.44,4,3,34,1.25,3,671000.0
1645.88,2,3,7,22.83,2,332000.0
3566.76,4,2,29,5.13,2,554000.0
3921.03,5,3,28,34.45,2,663000.0
3180.37,4,2,43,12.55,2,557000.0
2622.09,3,2,19,47.24,2,374000.0
2353.28,3,3,19,43.69,2,456000.0
2069.91,3,1,31,15.18,2,265000.0
4682.88,6,4,32,39.38,2,798000.0
4237.79,4,4,23,40.36,3,700000.0
4842.62,4,2,22,49.34,1,754000.0
1059.34,2,1,25,30.29,0,142000.0
3788.9,5,2,43,5.02,3,548000.0
4722.53,5,4,23,32.7,3,723000.0
1315.55,1,1,47,31.62,0,100000.0
799.23,2,2,25,32.28,1,208000.0
3835.04,4,4,47,16.05,3,671000.0
3085.13,6,4,42,43.12,1,630000.0
4288.23,5,3,18,48.01,1,763000.0
1128.98,1,1,43,11.67,0,100000.0
4078.7,5,4,6,5.32,2,846000.0
1407.32,1,2,46,10.53,1,100000.0
1236.45,1,2,32,41.21,0,100000.0
1239.2,2,1,3,34.16,0,124000.0
4165.59,6,1,32,32.17,3,696000.0
3493.39,4,4,49,20.69,2,589000.0
2853.79,2,1,3,29.31,1,405000.0
2114.74,2,3,28,16.09,1,353000.0
4447.4,6,4,37,24.38,1,739000.0
2266.0,4,4,41,39.86,1,436000.0
4174.7,5,1,21,49.08,1,552000.0
2476.11,4,4,10,46.69,0,569000.0
2196.25,3,4,2,46.76,1,443000.0
2582.06,3,4,29,20.71,1,445000.0
1856.2,4,4,23,23.97,1,536000.0
3864.24,5,4,47,35.58,1,584000.0
2762.24,4,4,3,46.19,2,528000.0
1544.96,3,1,34,7.96,1,223000.0
4548.09,6,1,1,15.91,2,803000.0
2227.51,4,4,9,7.82,1,559000.0
2945.99,3,2,23,30.99,0,465000.0
4579.12,4,4,23,16.01,1,865000.0
3309.07,5,4,34,16.98,3,563000.0
1026.04,2,1,46,4.47,1,188000.0
4729.24,6,3,32,18.14,1,773000.0
3324.69,4,3,48,43.26,3,515000.0
2007.08,3,3,44,12.42,1,329000.0
1126.72,2,2,29,35.06,0,134000.0
4073.11,5,2,42,31.85,2,726000.0
3290.33,4,4,32,43.31,2,624000.0
2900.57,4,3,4,7.48,0,566000.0
4522.52,5,2,37,48.9,1,727000.0
4048.69,5,1,5,29.55,1,590000.0
1182.54,2,1,30,49.78,1,100000.0
1902.75,3,2,35,45.66,1,195000.0
1618.2,3,3,3,11.85,2,388000.0
3847.76,6,4,12,3.75,2,826000.0
650.9,2,1,46,13.53,1,115000.0
3064.5,6,4,31,26.85,1,665000.0
3931.06,5,3,12,9.41,2,669000.0
4445.45,4,4,35,9.21,3,786000.0
2039.37,4,3,30,23.67,2,463000.0
4195.66,4,1,25,2.63,1,653000.0
997.84,1,2,49,6.97,1,100000.0
4309.04,5,4,34,21.38,1,747000.0
1073.7,1,1,19,4.09,0,100000.0
2287.79,3,1,40,20.44,2,328000.0
4087.83,6,4,44,24.23,3,803000.0
1174.63,2,2,6,23.11,0,246000.0
1531.63,3,3,10,43.59,2,327000.0
3750.14,5,4,11,26.97,3,757000.0
3740.16,5,3,35,23.93,1,564000.0
3385.16,4,4,30,21.12,2,675000.0
3622.77,5,1,31,41.06,2,569000.0
2942.26,2,3,47,44.86,2,441000.0
1633.1,2,2,39,42.81,1,197000.0
2055.63,3,4,6,34.0,1,423000.0
1317.19,1,2,17,7.73,1,181000.0
4588.03,6,1,22,14.57,2,815000.0
3125.26,5,2,20,3.26,3,604000.0
2303.83,2,3,33,46.61,1,359000.0
2579.03,3,1,45,33.38,1,316000.0
4762.78,5,4,15,37.57,1,699000.0
1190.08,2,1,28,16.27,0,149000.0
3138.03,4,1,39,42.44,1,383000.0
2776.5,4,4,21,13.72,0,544000.0
3251.54,6,4,8,1.08,3,728000.0
581.5,1,2,24,19.44,1,168000.0
4424.56,5,3,3,28.97,2,783000.0
4694.53,4,3,47,24.46,1,652000.0
3043.1,4,4,4,43.24,3,666000.0
3634.93,4,2,22,6.16,2,662000.0
4651.25,5,3,26,28.14,3,783000.0
3682.57,4,4,49,26.14,1,545000.0
1186.43,2,3,8,14.79,1,209000.0
3093.3,4,4,6,41.29,2,582000.0
3230.22,6,4,0,37.89,2,713000.0
2408.59,2,1,8,36.91,2,364000.0
3814.0,4,3,10,43.93,2,629000.0
4704.65,6,4,32,36.42,1,845000.0
4665.06,5,4,11,12.36,1,792000.0
2528.78,3,1,1,35.57,0,392000.0
1009.57,1,1,41,16.08,0,141000.0
4931.79,6,4,18,12.87,2,921000.0
4275.04,5,1,18,4.58,2,705000.0
1060.98,2,2,15,37.46,1,188000.0
4643.79,4,2,49,35.84,1,579000.0
4414.53,6,4,9,12.49,2,829000.0
2834.77,3,2,45,37.72,0,339000.0
3160.74,5,1,39,45.97,2,550000.0
2295.51,4,3,4,6.29,0,495000.0
746.43,1,1,49,12.4,1,100000.0
2008.39,4,2,14,37.76,2,524000.0
4112.84,6,4,5,14.45,3,883000.0
520.84,1,2,41,31.61,0,100000.0
2000.75,4,4,35,4.98,0,422000.0
2291.76,3,4,31,23.16,1,440000.0
2918.28,3,2,8,37.22,1,554000.0
4639.35,4,2,24,34.64,3,646000.0
2058.56,3,4,39,40.94,1,426000.0
2061.29,3,2,15,44.0,0,412000.0
3818.76,6,3,16,38.89,1,690000.0
2534.98,3,1,0,33.91,0,385000.0
1510.72,2,2,9,2.55,0,239000.0
2535.98,4,3,44,27.21,0,419000.0
1133.86,2,3,22,2.85,0,255000.0
1293.74,1,2,49,40.6,0,133000.0
2742.65,2,1,20,16.72,0,402000.0
2385.16,4,3,36,28.56,1,411000.0
4616.81,6,2,14,14.69,1,700000.0
2130.77,2,1,18,39.34,2,306000.0
3112.65,6,3,10,44.44,1,672000.0
3345.19,4,4,17,20.53,3,672000.0
558.93,1,2,27,43.28,1,100000.0
3485.92,5,3,50,14.09,3,642000.0
1301.16,2,2,33,27.2,0,272000.0
4824.82,6,4,10,43.08,1,879000.0
1168.98,1,1,2,16.97,1,177000.0
2365.81,2,3,6,47.75,2,381000.0
884.07,2,3,28,6.97,1,227000.0
4985.93,6,4,38,1.9,1,942000.0
2759.88,2,3,47,45.3,2,357000.0
3179.23,4,4,1,4.36,2,671000.0
801.84,1,1,26,49.6,1,100000.0
3874.82,4,1,24,47.62,2,618000.0
1444.58,2,1,33,7.71,0,299000.0
4541.24,5,1,28,27.34,1,693000.0
1423.13,1,1,34,10.06,0,148000.0
1358.09,2,1,33,21.98,0,180000.0
664.47,1,1,6,4.01,0,100000.0
2624.3,2,3,40,11.97,2,438000.0
3041.79,6,4,6,18.8,2,740000.0
795.69,2,2,35,22.49,1,189000.0
3989.87,4,3,21,48.9,1,583000.0
2539.8,4,3,26,40.59,1,453000.0
2859.76,4,4,45,37.13,0,458000.0
2483.43,4,4,44,27.32,2,543000.0
2303.43,3,3,41,42.16,1,347000.0
3018.38,5,4,26,17.63,1,727000.0
1198.58,1,1,37,35.74,1,132000.0
1318.68,1,1,26,49.7,1,100000.0
4378.04,4,2,43,16.42,1,608000.0
4757.52,5,4,20,34.03,2,779000.0
2179.89,2,1,49,42.37,1,119000.0
1718.35,3,2,47,45.87,1,343000.0
3398.0,6,3,37,36.18,2,695000.0
2339.3,3,3,14,14.9,2,498000.0
614.24,2,2,7,16.99,1,220000.0
1202.69,1,2,43,2.02,1,100000.0
3721.88,4,2,8,38.28,2,593000.0
3465.16,5,4,43,3.09,1,690000.0
621.93,2,1,25,43.37,1,100000.0
1498.87,1,2,20,6.81,0,100000.0
1539.84,2,2,45,9.42,0,203000.0
3523.52,5,1,30,24.35,1,561000.0
588.7,1,2,29,37.16,0,100000.0
968.49,2,3,28,7.81,0,260000.0
4099.62,6,4,19,22.56,1,822000.0
1303.45,1,1,39,24.66,0,120000.0
3437.36,4,3,13,11.4,1,677000.0
1571.82,2,3,47,6.66,1,191000.0
947.49,1,2,45,41.98,0,100000.0
1594.27,3,4,17,25.62,2,441000.0
3750.2,5,2,36,1.7,3,608000.0
4350.63,4,1,29,40.35,2,532000.0
4235.99,4,3,17,49.06,3,653000.0
2287.33,2,1,49,30.69,2,236000.0
3506.38,5,4,1,25.68,2,770000.0
1422.43,1,1,13,44.04,1,142000.0
1819.16,2,1,26,47.67,0,169000.0
4533.51,4,1,26,37.97,2,603000.0
558.51,1,1,29,22.83,0,110000.0
884.79,1,1,38,30.02,0,100000.0
1435.49,2,1,31,35.35,1,187000.0
619.39,1,2,30,10.52,0,100000.0
1316.46,1,2,3,22.91,1,298000.0
3123.69,4,4,19,41.66,3,576000.0
2396.41,4,4,12,33.08,2,609000.0
4517.02,4,1,13,21.15,1,665000.0
4178.5,5,1,28,33.5,3,661000.0
2038.18,3,4,10,6.79,1,592000.0
1667.41,3,3,15,20.67,2,344000.0
2208.62,3,2,12,39.86,2,390000.0
3156.33,6,4,47,11.8,1,587000.0
1706.29,2,3,47,10.11,1,324000.0
3308.67,4,1,30,47.59,3,597000.0
2342.35,2,2,46,11.28,0,374000.0
2984.21,3,2,39,13.79,2,517000.0
2462.57,3,2,29,48.51,1,359000.0
1825.1,2,2,0,37.0,2,327000.0
4768.04,5,4,39,35.28,3,711000.0
3936.23,4,3,35,42.79,1,692000.0
1130.51,1,1,31,6.68,0,148000.0
4408.11,4,3,38,35.59,1,615000.0
2693.44,2,2,26,25.68,1,439000.0
4525.49,4,4,35,41.63,3,672000.0
4099.35,4,4,47,25.9,2,671000.0
2413.46,2,1,19,31.39,1,314000.0
601.11,2,2,35,24.41,0,157000.0
1709.05,2,1,24,24.43,0,226000.0
2937.35,2,1,34,38.63,1,265000.0
3350.65,5,3,38,31.8,2,611000.0
1660.49,3,3,2,32.03,2,462000.0
1127.1,2,2,32,23.06,0,184000.0
4257.19,4,2,11,27.02,3,735000.0
4929.81,6,1,34,37.54,3,726000.0
2865.61,4,2,23,41.47,2,497000.0
1272.56,2,2,39,35.13,1,164000.0
1725.38,4,4,6,46.28,2,511000.0
582.76,2,2,31,41.2,0,116000.0
4614.34,4,4,14,28.53,2,800000.0
1029.88,1,2,43,33.9,0,148000.0
3094.32,4,2,46,46.39,1,485000.0
1733.25,4,2,50,31.34,2,356000.0
2993.8,2,1,40,41.42,1,278000.0
3431.39,6,4,38,34.75,1,673000.0
4233.84,4,4,11,28.04,3,727000.0
1428.9,2,2,17,12.85,0,239000.0
549.48,2,3,23,21.87,1,178000.0
1115.99,1,1,39,48.42,1,100000.0
4550.08,6,4,46,33.23,2,692000.0
4432.51,4,3,9,28.66,1,672000.0
3188.36,4,4,46,46.71,1,530000.0
3202.33,4,4,35,29.74,1,494000.0
3492.67,6,4,31,26.78,3,742000.0
1289.17,1,1,10,38.21,1,266000.0
4614.85,4,1,3,35.92,2,741000.0
2384.47,2,1,28,10.46,1,403000.0
2224.12,4,4,33,24.09,0,473000.0
2835.13,4,4,11,24.15,2,657000.0
711.35,2,1,28,19.53,0,100000.0
1248.28,1,1,43,26.35,1,100000.0
3821.15,4,4,42,21.24,2,500000.0
872.59,2,3,46,10.77,0,233000.0
3214.18,4,1,18,21.21,1,591000.0
1604.07,3,1,16,4.54,0,276000.0
2251.83,4,1,37,29.21,2,378000.0
1799.12,3,3,22,42.83,1,316000.0
2100.53,4,2,4,36.54,2,484000.0
3735.71,6,2,14,18.66,1,763000.0
1837.05,4,4,21,5.27,0,369000.0
3048.82,6,4,15,10.91,1,725000.0
2642.23,4,4,17,27.73,0,509000.0
3486.52,6,4,15,11.15,2,774000.0
4715.73,6,2,2,27.65,2,863000.0
3796.57,5,4,32,12.35,1,684000.0
1467.23,1,2,30,42.6,1,169000.0
640.32,1,2,33,20.47,1,100000.0
1680.19,3,2,10,13.03,1,414000.0
3177.85,5,4,15,40.8,1,658000.0
731.42,2,1,31,17.8,1,154000.0
2733.65,3,4,30,6.46,2,453000.0
3185.79,5,4,25,28.95,3,650000.0
2004.1,4,4,18,29.5,2,541000.0
3969.1,4,4,46,36.02,1,611000.0
979.69,1,1,17,12.77,1,184000.0
838.12,2,3,23,22.74,1,314000.0
3776.85,4,2,34,14.84,1,627000.0
2729.71,2,3,27,4.97,0,408000.0
3597.81,5,4,17,43.95,3,686000.0
2456.72,4,2,22,36.71,2,338000.0
1608.81,3,2,40,15.77,0,267000.0
4185.96,6,2,14,30.37,3,764000.0
4097.37,4,3,7,10.86,2,734000.0
3626.13,5,1,16,44.62,1,579000.0
1724.65,3,4,42,6.63,0,335000.0
3156.04,4,1,4,1.19,2,487000.0
2124.38,2,3,50,25.6,1,251000.0
912.12,1,1,27,29.57,1,131000.0
4627.91,5,1,49,29.37,3,761000.0
1115.68,1,2,47,3.67,0,119000.0
4776.07,5,4,23,16.39,3,862000.0
2507.03,4,2,10,25.46,1,533000.0
1333.1,2,2,8,11.61,0,225000.0
2938.55,3,4,12,43.76,1,534000.0
4428.26,4,1,36,5.27,3,620000.0
3795.01,6,4,14,24.88,3,851000.0
4129.53,5,2,17,34.88,2,702000.0
3464.53,5,1,22,13.83,3,643000.0
3615.24,4,4,46,31.59,1,539000.0
4321.38,4,4,9,41.64,3,787000.0
1623.51,4,1,0,10.33,2,526000.0
2702.41,3,4,3,45.94,0,438000.0
1495.44,1,1,45,28.12,1,114000.0
4944.51,5,4,32,15.66,1,816000.0
4748.27,6,3,14,22.11,3,915000.0
677.42,1,1,9,16.3,1,106000.0
3675.09,5,1,15,36.53,3,500000.0
4663.62,6,3,6,40.02,3,933000.0
1312.59,1,1,47,41.81,0,113000.0
3055.75,4,1,39,49.3,1,341000.0
4619.7,6,3,23,39.77,2,776000.0
652.76,2,2,43,30.47,1,207000.0
3638.39,5,4,12,17.62,2,804000.0
1838.07,2,2,36,27.69,2,331000.0
4659.78,5,3,43,3.01,1,729000.0
4869.76,5,4,18,37.5,1,808000.0
4749.2,5,3,38,22.85,1,730000.0
2633.96,2,1,15,1.98,1,438000.0
4379.19,6,4,15,4.06,1,800000.0
4300.47,5,4,5,19.99,1,749000.0
1935.95,2,3,22,29.59,0,361000.0
4230.12,4,4,36,23.75,2,684000.0
666.53,1,1,47,31.34,0,100000.0
3183.21,5,2,30,24.53,2,550000.0
1535.04,3,3,43,33.42,0,271000.0
1042.55,1,2,41,11.74,0,100000.0
846.29,1,1,9,6.53,0,141000.0
3633.3,4,1,24,30.23,2,481000.0
2029.44,2,3,6,24.75,1,352000.0
3761.45,6,1,34,2.32,1,584000.0
794.1,2,3,47,19.64,0,189000.0
1918.81,2,2,7,6.2,1,388000.0
2927.71,2,3,37,27.04,1,316000.0
4058.25,5,4,32,20.39,1,779000.0
1934.39,2,1,29,31.04,2,399000.0
3316.51,5,3,20,40.47,1,614000.0
4486.9,5,4,18,15.68,2,775000.0
3271.38,5,4,2,48.14,2,826000.0
1548.32,4,1,11,27.25,0,270000.0
609.8,1,2,1,31.3,0,139000.0
4415.44,6,4,29,34.35,3,838000.0
595.71,2,3,5,33.67,1,293000.0
4436.16,5,1,44,26.04,3,688000.0
2880.22,3,4,26,22.01,1,479000.0
4725.8,6,4,35,3.64,3,831000.0
4094.52,4,1,21,2.08,3,639000.0
4990.7,5,4,28,18.54,2,784000.0
2078.2,2,1,47,17.35,1,249000.0
3952.35,4,4,4,20.0,2,699000.0
2308.69,3,4,13,7.78,1,413000.0
2659.44,3,3,39,37.17,0,454000.0
3323.77,4,3,5,42.99,2,585000.0
4431.55,4,4,4,47.0,2,685000.0
4928.38,6,4,18,25.13,2,883000.0
3957.23,6,2,5,35.34,3,775000.0
2379.95,3,1,29,42.92,1,249000.0
2396.11,4,4,11,21.5,0,532000.0
3819.12,6,4,45,16.16,1,664000.0
1574.5,4,4,39,46.9,1,458000.0
997.13,1,2,35,26.27,0,140000.0
2095.8,2,1,31,25.37,2,273000.0
1792.58,3,3,43,9.74,1,306000.0
1833.39,4,2,11,6.3,0,409000.0
1551.23,2,2,44,42.26,0,216000.0
689.42,1,1,39,31.09,1,100000.0
580.43,1,2,37,16.97,1,100000.0
4944.75,6,1,28,10.4,2,801000.0
2424.98,4,4,12,28.22,0,479000.0
2229.47,3,3,21,29.61,1,394000.0
3558.41,6,1,40,11.14,1,511000.0
1482.14,1,1,2,42.72,0,231000.0
4774.83,4,2,39,5.13,1,689000.0
4038.55,5,4,12,18.45,1,713000.0
902.35,1,1,7,34.34,1,236000.0
2379.11,4,4,6,14.43,0,536000.0
4456.03,4,2,1,41.56,2,650000.0
4751.29,4,1,26,37.25,3,718000.0
2603.31,4,1,11,39.66,1,469000.0
3260.35,5,4,49,6.84,2,650000.0
1251.65,2,3,29,7.89,1,249000.0
4960.26,4,1,7,15.04,1,740000.0
1542.52,2,1,34,26.39,2,216000.0
4742.29,6,4,45,37.65,2,835000.0
3423.41,4,4,37,41.99,1,471000.0
3234.82,6,4,4,35.51,1,699000.0
2807.1,3,2,45,46.5,1,461000.0
1538.01,3,1,40,37.2,0,179000.0
1294.38,1,2,8,16.01,1,197000.0
1492.19,1,2,3,13.99,1,238000.0
1338.97,2,3,28,35.11,1,192000.0
4008.13,4,4,8,10.45,3,644000.0
2075.56,3,2,42,5.54,1,337000.0
760.29,1,1,18,27.08,1,120000.0
4860.96,6,4,46,41.26,1,791000.0
4477.04,6,4,28,5.97,3,858000.0
4674.89,5,4,9,39.8,1,802000.0
4977.09,4,4,7,40.77,3,874000.0
1282.53,2,1,29,24.63,1,186000.0
2283.09,2,2,38,3.81,2,320000.0
3912.07,4,1,39,9.55,3,579000.0
3632.09,5,4,14,35.66,3,759000.0
1192.53,2,1,10,35.88,0,264000.0
4171.25,5,4,1,45.02,2,749000.0
1509.98,3,3,34,29.55,0,298000.0
1507.18,3,3,4,7.08,1,413000.0
2916.38,2,1,21,6.95,0,323000.0
3168.23,5,1,30,36.34,3,561000.0
3110.39,5,1,47,10.01,3,474000.0
911.69,1,2,16,17.09,1,100000.0
4448.57,5,4,12,24.87,2,823000.0
1695.2,2,2,33,2.21,0,243000.0
1082.82,1,1,31,13.19,1,143000.0
4499.37,6,4,17,20.99,1,835000.0
4800.43,6,4,46,14.7,2,784000.0
4379.57,6,4,42,7.68,2,804000.0
4142.82,6,2,11,36.67,2,694000.0
3448.59,5,4,12,40.84,3,780000.0
2978.86,4,4,26,13.62,2,525000.0
891.44,1,1,39,38.95,0,100000.0
2338.04,3,2,2,19.89,1,387000.0
2177.1,4,2,35,25.83,0,411000.0
1668.89,2,2,32,42.94,1,223000.0
3755.39,5,1,12,37.75,3,629000.0
2731.44,3,4,34,40.45,2,517000.0
864.71,1,2,47,7.71,1,116000.0
1490.82,2,2,2,4.42,1,346000.0
3574.66,4,3,16,44.78,3,582000.0
842.59,2,1,22,20.0,0,100000.0
4330.43,4,3,45,15.11,1,643000.0
2728.16,3,3,48,36.51,2,404000.0
2662.64,4,1,22,41.98,1,461000.0
3165.84,4,4,38,43.26,1,534000.0
4211.06,5,4,27,16.48,2,772000.0
2065.14,3,4,27,42.76,0,299000.0
3551.07,5,4,14,3.01,2,829000.0
3045.79,4,3,11,3.43,3,621000.0
1701.63,2,1,14,31.55,1,295000.0
4453.83,4,4,28,4.09,1,684000.0
4088.42,6,2,1,16.91,2,804000.0
3463.03,6,4,45,33.97,1,596000.0
4327.62,4,2,8,17.53,2,722000.0
4402.82,5,4,11,9.8,3,821000.0
3687.63,6,1,26,14.79,3,694000.0
4266.56,4,4,36,23.42,2,727000.0
3638.62,5,4,5,24.29,2,678000.0
3560.63,6,4,16,39.37,2,711000.0
3283.75,5,1,48,37.76,1,517000.0
3887.22,5,4,13,23.38,2,854000.0
1213.72,2,2,16,42.44,1,221000.0
4463.92,5,4,42,6.6,2,796000.0
4423.3,6,3,3,13.51,1,828000.0
631.61,1,2,23,41.57,0,182000.0
4216.18,6,4,19,19.52,2,737000.0
1079.91,1,2,16,49.08,1,162000.0
2008.03,4,3,14,23.85,2,397000.0
3845.79,5,4,5,39.8,3,640000.0
1223.42,1,1,16,20.71,0,165000.0
4180.85,5,2,2,21.82,2,749000.0
4244.6,4,4,39,19.76,2,672000.0
2783.6,3,2,20,36.23,0,407000.0
528.74,2,3,22,27.83,0,326000.0
1791.67,3,4,45,47.25,0,300000.0
3276.17,4,4,33,13.29,3,654000.0
4915.34,6,1,0,5.93,1,802000.0
3343.16,6,1,47,20.27,3,624000.0
1669.12,2,3,12,31.22,0,290000.0
3353.03,5,2,5,43.18,3,631000.0
2929.93,4,4,38,17.96,2,649000.0
4009.3,4,1,25,33.04,3,667000.0
981.41,1,2,22,18.16,0,153000.0
3924.63,4,4,12,31.24,3,601000.0
2935.7,3,4,27,44.36,1,466000.0
4833.46,6,3,14,12.34,3,1029000.0
2038.42,2,1,45,20.81,1,231000.0
3346.8,6,4,11,49.67,3,799000.0
4694.13,6,4,44,43.56,2,870000.0
961.29,1,1,28,28.67,1,122000.0
4717.53,6,4,41,26.31,1,760000.0
3595.49,4,3,36,14.95,3,502000.0
805.27,2,1,35,26.34,1,169000.0
1854.34,3,4,16,42.56,0,340000.0
3686.77,4,3,12,34.57,1,630000.0
803.08,1,2,11,15.21,0,100000.0
3119.77,4,1,43,10.87,1,452000.0
2056.47,3,3,41,14.0,2,391000.0
3294.12,6,1,22,9.32,1,639000.0
705.84,1,2,7,5.69,0,106000.0
4421.92,6,4,19,21.54,3,922000.0
4880.7,5,4,31,6.55,3,820000.0
4859.95,6,3,23,9.42,2,777000.0
3873.43,5,4,39,27.82,1,666000.0
1085.39,2,3,50,9.07,1,211000.0
